#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,HN10,SAMN07436854,PRJNA396809,GCA_003275955.1, Chromosome,11.8495,38.0064,chromosome I:CM012226.1; chromosome II:CM012227.1; chromosome III:CM012228.1; chromosome IV:CM012229.1; chromosome V:CM012230.1; chromosome VI:CM012231.1; chromosome VII:CM012232.1; chromosome VIII:CM012233.1; chromosome IX:CM012234.1; chromosome X:CM012235.1; chromosome XI:CM012236.1; chromosome XII:CM012237.1; chromosome XIII:CM012238.1; chromosome XIV:CM012239.1; chromosome XV:CM012240.1; chromosome XVI:CM012241.1,NPXE01,64,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine002,SAMN05190494,PRJNA323691,GCA_001737785.2, Chromosome,12.0617,38.3737,chromosome I:CM005055.2; chromosome II:CM005056.2; chromosome III:CM005057.2; chromosome IV:CM005058.2; chromosome V:CM005059.2; chromosome VI:CM005060.2; chromosome VII:CM005061.2; chromosome VIII:CM005062.2; chromosome IX:CM005063.2; chromosome X:CM005064.2; chromosome XI:CM005065.2; chromosome XII:CM005066.2; chromosome XIII:CM005067.2; chromosome XIV:CM005068.2; chromosome XV:CM005069.2; chromosome XVI:CM005070.2,MBUZ02,58,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer030,SAMN05190391,PRJNA323691,GCA_001740905.1, Chromosome,12.0044,38.3054,chromosome I:CM006703.1; chromosome II:CM006704.1; chromosome III:CM006705.1; chromosome IV:CM006706.1; chromosome V:CM006707.1; chromosome VI:CM006708.1; chromosome VII:CM006709.1; chromosome VIII:CM006710.1; chromosome IX:CM006711.1; chromosome X:CM006712.1; chromosome XI:CM006713.1; chromosome XII:CM006714.1; chromosome XIII:CM006715.1; chromosome XIV:CM006716.1; chromosome XV:CM006717.1; chromosome XVI:CM006718.1,MBYY01,219,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine015,SAMN05190507,PRJNA323691,GCA_001737415.2, Chromosome,11.8712,38.3226,chromosome I:CM004847.2; chromosome II:CM004848.2; chromosome III:CM004849.2; chromosome IV:CM004850.2; chromosome V:CM004851.2; chromosome VI:CM004852.2; chromosome VII:CM004853.2; chromosome VIII:CM004854.2; chromosome IX:CM004855.2; chromosome X:CM004856.2; chromosome XI:CM004857.2; chromosome XII:CM004858.2; chromosome XIII:CM004859.2; chromosome XIV:CM004860.2; chromosome XV:CM004861.2; chromosome XVI:CM004862.2,MBUM02,57,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,sake004,SAMN05190478,PRJNA323691,GCA_001738265.1, Chromosome,11.8898,38.3148,chromosome I:CM005311.1; chromosome II:CM005312.1; chromosome III:CM005313.1; chromosome IV:CM005314.1; chromosome V:CM005315.1; chromosome VI:CM005316.1; chromosome VII:CM005317.1; chromosome VIII:CM005318.1; chromosome IX:CM005319.1; chromosome X:CM005320.1; chromosome XI:CM005321.1; chromosome XII:CM005322.1; chromosome XIII:CM005323.1; chromosome XIV:CM005324.1; chromosome XV:CM005325.1; chromosome XVI:CM005326.1,MBVP01,117,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer084,SAMN05190445,PRJNA323691,GCA_001739305.1, Chromosome,12.1445,38.3835,chromosome I:CM005839.1; chromosome II:CM005840.1; chromosome III:CM005841.1; chromosome IV:CM005842.1; chromosome V:CM005843.1; chromosome VI:CM005844.1; chromosome VII:CM005845.1; chromosome VIII:CM005846.1; chromosome IX:CM005847.1; chromosome X:CM005848.1; chromosome XI:CM005849.1; chromosome XII:CM005850.1; chromosome XIII:CM005851.1; chromosome XIV:CM005852.1; chromosome XV:CM005853.1; chromosome XVI:CM005854.1,MBWW01,228,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer034,SAMN05190395,PRJNA323691,GCA_001740785.1, Chromosome,12.0774,38.4302,chromosome I:CM006639.1; chromosome II:CM006640.1; chromosome III:CM006641.1; chromosome IV:CM006642.1; chromosome V:CM006643.1; chromosome VI:CM006644.1; chromosome VII:CM006645.1; chromosome VIII:CM006646.1; chromosome IX:CM006647.1; chromosome X:CM006648.1; chromosome XI:CM006649.1; chromosome XII:CM006650.1; chromosome XIII:CM006651.1; chromosome XIV:CM006652.1; chromosome XV:CM006653.1; chromosome XVI:CM006654.1,MBYU01,77,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer083,SAMN05190444,PRJNA323691,GCA_001739335.1, Chromosome,12.1052,38.4096,chromosome I:CM005855.1; chromosome II:CM005856.1; chromosome III:CM005857.1; chromosome IV:CM005858.1; chromosome V:CM005859.1; chromosome VI:CM005860.1; chromosome VII:CM005861.1; chromosome VIII:CM005862.1; chromosome IX:CM005863.1; chromosome X:CM005864.1; chromosome XI:CM005865.1; chromosome XII:CM005866.1; chromosome XIII:CM005867.1; chromosome XIV:CM005868.1; chromosome XV:CM005869.1; chromosome XVI:CM005870.1,MBWX01,182,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer014,SAMN05190375,PRJNA323691,GCA_001741405.1, Chromosome,11.9323,38.3379,chromosome I:CM006975.1; chromosome II:CM006976.1; chromosome III:CM006977.1; chromosome IV:CM006978.1; chromosome V:CM006979.1; chromosome VI:CM006980.1; chromosome VII:CM006981.1; chromosome VIII:CM006982.1; chromosome IX:CM006983.1; chromosome X:CM006984.1; chromosome XI:CM006985.1; chromosome XII:CM006986.1; chromosome XIII:CM006987.1; chromosome XIV:CM006988.1; chromosome XV:CM006989.1; chromosome XVI:CM006990.1,MBZO01,126,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine011,SAMN05190503,PRJNA323691,GCA_001737535.2, Chromosome,12.1541,38.517,chromosome I:CM004911.2; chromosome II:CM004912.2; chromosome III:CM004913.2; chromosome IV:CM004914.2; chromosome V:CM004915.2; chromosome VI:CM004916.2; chromosome VII:CM004917.2; chromosome VIII:CM004918.2; chromosome IX:CM004919.2; chromosome X:CM004920.2; chromosome XI:CM004921.2; chromosome XII:CM004922.2; chromosome XIII:CM004923.2; chromosome XIV:CM004924.2; chromosome XV:CM004925.2; chromosome XVI:CM004926.2,MBUQ02,103,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,BJ7,SAMN07436878,PRJNA396809,GCA_003275335.1, Chromosome,11.7521,38.1515,chromosome I:CM012717.1; chromosome II:CM012718.1; chromosome III:CM012719.1; chromosome IV:CM012720.1; chromosome V:CM012721.1; chromosome VI:CM012722.1; chromosome VII:CM012723.1; chromosome VIII:CM012724.1; chromosome IX:CM012725.1; chromosome X:CM012726.1; chromosome XI:CM012727.1; chromosome XII:CM012728.1; chromosome XIII:CM012729.1; chromosome XIV:CM012730.1; chromosome XV:CM012731.1; chromosome XVI:CM012732.1,NPWG01,59,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine013,SAMN05190505,PRJNA323691,GCA_001737505.2, Chromosome,12.1041,38.4752,chromosome I:CM004879.2; chromosome II:CM004880.2; chromosome III:CM004881.2; chromosome IV:CM004882.2; chromosome V:CM004883.2; chromosome VI:CM004884.2; chromosome VII:CM004885.2; chromosome VIII:CM004886.2; chromosome IX:CM004887.2; chromosome X:CM004888.2; chromosome XI:CM004889.2; chromosome XII:CM004890.2; chromosome XIII:CM004891.2; chromosome XIV:CM004892.2; chromosome XV:CM004893.2; chromosome XVI:CM004894.2,MBUO02,169,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer088,SAMN05190449,PRJNA323691,GCA_001739185.1, Chromosome,12.2237,38.5954,chromosome I:CM005775.1; chromosome II:CM005776.1; chromosome III:CM005777.1; chromosome IV:CM005778.1; chromosome V:CM005779.1; chromosome VI:CM005780.1; chromosome VII:CM005781.1; chromosome VIII:CM005782.1; chromosome IX:CM005783.1; chromosome X:CM005784.1; chromosome XI:CM005785.1; chromosome XII:CM005786.1; chromosome XIII:CM005787.1; chromosome XIV:CM005788.1; chromosome XV:CM005789.1; chromosome XVI:CM005790.1,MBWS01,214,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine004,SAMN05190496,PRJNA323691,GCA_001737755.2, Chromosome,12.0356,38.4179,chromosome I:CM005023.2; chromosome II:CM005024.2; chromosome III:CM005025.2; chromosome IV:CM005026.2; chromosome V:CM005027.2; chromosome VI:CM005028.2; chromosome VII:CM005029.2; chromosome VIII:CM005030.2; chromosome IX:CM005031.2; chromosome X:CM005032.2; chromosome XI:CM005033.2; chromosome XII:CM005034.2; chromosome XIII:CM005035.2; chromosome XIV:CM005036.2; chromosome XV:CM005037.2; chromosome XVI:CM005038.2,MBUX02,75,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine005,SAMN05190497,PRJNA323691,GCA_001737745.2, Chromosome,11.891,38.3574,chromosome I:CM005007.2; chromosome II:CM005008.2; chromosome III:CM005009.2; chromosome IV:CM005010.2; chromosome V:CM005011.2; chromosome VI:CM005012.2; chromosome VII:CM005013.2; chromosome VIII:CM005014.2; chromosome IX:CM005015.2; chromosome X:CM005016.2; chromosome XI:CM005017.2; chromosome XII:CM005018.2; chromosome XIII:CM005019.2; chromosome XIV:CM005020.2; chromosome XV:CM005021.2; chromosome XVI:CM005022.2,MBUW02,112,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,spirits002,SAMN05190483,PRJNA323691,GCA_001738125.1, Chromosome,12.0836,38.5037,chromosome I:CM005231.1; chromosome II:CM005232.1; chromosome III:CM005233.1; chromosome IV:CM005234.1; chromosome V:CM005235.1; chromosome VI:CM005236.1; chromosome VII:CM005237.1; chromosome VIII:CM005238.1; chromosome IX:CM005239.1; chromosome X:CM005240.1; chromosome XI:CM005241.1; chromosome XII:CM005242.1; chromosome XIII:CM005243.1; chromosome XIV:CM005244.1; chromosome XV:CM005245.1; chromosome XVI:CM005246.1,MBVK01,84,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer070,SAMN05190431,PRJNA323691,GCA_001739705.1, Chromosome,11.993,38.4285,chromosome I:CM006063.1; chromosome II:CM006064.1; chromosome III:CM006065.1; chromosome IV:CM006066.1; chromosome V:CM006067.1; chromosome VI:CM006068.1; chromosome VII:CM006069.1; chromosome VIII:CM006070.1; chromosome IX:CM006071.1; chromosome X:CM006072.1; chromosome XI:CM006073.1; chromosome XII:CM006074.1; chromosome XIII:CM006075.1; chromosome XIV:CM006076.1; chromosome XV:CM006077.1; chromosome XVI:CM006078.1,MBXK01,178,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,sake002,SAMN05190476,PRJNA323691,GCA_001738355.1, Chromosome,12.0684,38.3983,chromosome I:CM005343.1; chromosome II:CM005344.1; chromosome III:CM005345.1; chromosome IV:CM005346.1; chromosome V:CM005347.1; chromosome VI:CM005348.1; chromosome VII:CM005349.1; chromosome VIII:CM005350.1; chromosome IX:CM005351.1; chromosome X:CM005352.1; chromosome XI:CM005353.1; chromosome XII:CM005354.1; chromosome XIII:CM005355.1; chromosome XIV:CM005356.1; chromosome XV:CM005357.1; chromosome XVI:CM005358.1,MBVR01,89,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,laboratory002,SAMN05190474,PRJNA323691,GCA_001738395.1, Chromosome,12.2386,38.4388,chromosome I:CM005375.1; chromosome II:CM005376.1; chromosome III:CM005377.1; chromosome IV:CM005378.1; chromosome V:CM005379.1; chromosome VI:CM005380.1; chromosome VII:CM005381.1; chromosome VIII:CM005382.1; chromosome IX:CM005383.1; chromosome X:CM005384.1; chromosome XI:CM005385.1; chromosome XII:CM005386.1; chromosome XIII:CM005387.1; chromosome XIV:CM005388.1; chromosome XV:CM005389.1; chromosome XVI:CM005390.1,MBVT01,76,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine006,SAMN05190498,PRJNA323691,GCA_001737655.2, Chromosome,12.0275,38.4709,chromosome I:CM004991.2; chromosome II:CM004992.2; chromosome III:CM004993.2; chromosome IV:CM004994.2; chromosome V:CM004995.2; chromosome VI:CM004996.2; chromosome VII:CM004997.2; chromosome VIII:CM004998.2; chromosome IX:CM004999.2; chromosome X:CM005000.2; chromosome XI:CM005001.2; chromosome XII:CM005002.2; chromosome XIII:CM005003.2; chromosome XIV:CM005004.2; chromosome XV:CM005005.2; chromosome XVI:CM005006.2,MBUV02,100,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,sake005,SAMN05190479,PRJNA323691,GCA_001738255.1, Chromosome,11.8583,38.307,chromosome I:CM005295.1; chromosome II:CM005296.1; chromosome III:CM005297.1; chromosome IV:CM005298.1; chromosome V:CM005299.1; chromosome VI:CM005300.1; chromosome VII:CM005301.1; chromosome VIII:CM005302.1; chromosome IX:CM005303.1; chromosome X:CM005304.1; chromosome XI:CM005305.1; chromosome XII:CM005306.1; chromosome XIII:CM005307.1; chromosome XIV:CM005308.1; chromosome XV:CM005309.1; chromosome XVI:CM005310.1,MBVO01,87,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine019,SAMN05190511,PRJNA323691,GCA_001737285.1, Chromosome,12.2035,38.4121,chromosome I:CM004799.1; chromosome II:CM004800.1; chromosome III:CM004801.1; chromosome IV:CM004802.1; chromosome V:CM004803.1; chromosome VI:CM004804.1; chromosome VII:CM004805.1; chromosome VIII:CM004806.1; chromosome IX:CM004807.1; chromosome X:CM004808.1; chromosome XI:CM004809.1; chromosome XII:CM004810.1; chromosome XIII:CM004811.1; chromosome XIV:CM004812.1; chromosome XV:CM004813.1; chromosome XVI:CM004814.1,MBUI01,216,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,sake006,SAMN05190480,PRJNA323691,GCA_001738235.1, Chromosome,11.789,38.2778,chromosome I:CM005279.1; chromosome II:CM005280.1; chromosome III:CM005281.1; chromosome IV:CM005282.1; chromosome V:CM005283.1; chromosome VI:CM005284.1; chromosome VII:CM005285.1; chromosome VIII:CM005286.1; chromosome IX:CM005287.1; chromosome X:CM005288.1; chromosome XI:CM005289.1; chromosome XII:CM005290.1; chromosome XIII:CM005291.1; chromosome XIV:CM005292.1; chromosome XV:CM005293.1; chromosome XVI:CM005294.1,MBVN01,93,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer020,SAMN05190381,PRJNA323691,GCA_001741195.1, Chromosome,11.9086,38.3847,chromosome I:CM006863.1; chromosome II:CM006864.1; chromosome III:CM006865.1; chromosome IV:CM006866.1; chromosome V:CM006867.1; chromosome VI:CM006868.1; chromosome VII:CM006869.1; chromosome VIII:CM006870.1; chromosome IX:CM006871.1; chromosome X:CM006872.1; chromosome XI:CM006873.1; chromosome XII:CM006874.1; chromosome XIII:CM006875.1; chromosome XIV:CM006876.1; chromosome XV:CM006877.1; chromosome XVI:CM006878.1,MBZI01,86,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,SX6,SAMN07436830,PRJNA396809,GCA_003277715.1, Chromosome,11.7321,38.1261,chromosome I:CM011173.1; chromosome II:CM011174.1; chromosome III:CM011175.1; chromosome IV:CM011176.1; chromosome V:CM011177.1; chromosome VI:CM011178.1; chromosome VII:CM011179.1; chromosome VIII:CM011180.1; chromosome IX:CM011181.1; chromosome X:CM011182.1; chromosome XI:CM011183.1; chromosome XII:CM011184.1; chromosome XIII:CM011185.1; chromosome XIV:CM011186.1; chromosome XV:CM011187.1; chromosome XVI:CM011188.1,NPYC01,33,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,BJ19,SAMN07436841,PRJNA396809,GCA_003276075.1, Chromosome,11.8334,38.1246,chromosome I:CM012025.1; chromosome II:CM012026.1; chromosome III:CM012027.1; chromosome IV:CM012028.1; chromosome V:CM012029.1; chromosome VI:CM012030.1; chromosome VII:CM012031.1; chromosome VIII:CM012032.1; chromosome IX:CM012033.1; chromosome X:CM012034.1; chromosome XI:CM012035.1; chromosome XII:CM012036.1; chromosome XIII:CM012037.1; chromosome XIV:CM012038.1; chromosome XV:CM012039.1; chromosome XVI:CM012040.1,NPXR01,65,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer092,SAMN05190453,PRJNA323691,GCA_001739065.1, Chromosome,12.3363,38.3569,chromosome I:CM005711.1; chromosome II:CM005712.1; chromosome III:CM005713.1; chromosome IV:CM005714.1; chromosome V:CM005715.1; chromosome VI:CM005716.1; chromosome VII:CM005717.1; chromosome VIII:CM005718.1; chromosome IX:CM005719.1; chromosome X:CM005720.1; chromosome XI:CM005721.1; chromosome XII:CM005722.1; chromosome XIII:CM005723.1; chromosome XIV:CM005724.1; chromosome XV:CM005725.1; chromosome XVI:CM005726.1,MBWO01,385,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine017,SAMN05190509,PRJNA323691,GCA_001737385.2, Chromosome,12.0749,38.3439,chromosome I:CM004815.2; chromosome II:CM004816.2; chromosome III:CM004817.2; chromosome IV:CM004818.2; chromosome V:CM004819.2; chromosome VI:CM004820.2; chromosome VII:CM004821.2; chromosome VIII:CM004822.2; chromosome IX:CM004823.2; chromosome X:CM004824.2; chromosome XI:CM004825.2; chromosome XII:CM004826.2; chromosome XIII:CM004827.2; chromosome XIV:CM004828.2; chromosome XV:CM004829.2; chromosome XVI:CM004830.2,MBUK02,148,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine014,SAMN05190506,PRJNA323691,GCA_001737445.2, Chromosome,11.9019,38.3127,chromosome I:CM004863.2; chromosome II:CM004864.2; chromosome III:CM004865.2; chromosome IV:CM004866.2; chromosome V:CM004867.2; chromosome VI:CM004868.2; chromosome VII:CM004869.2; chromosome VIII:CM004870.2; chromosome IX:CM004871.2; chromosome X:CM004872.2; chromosome XI:CM004873.2; chromosome XII:CM004874.2; chromosome XIII:CM004875.2; chromosome XIV:CM004876.2; chromosome XV:CM004877.2; chromosome XVI:CM004878.2,MBUN02,81,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,sake007,SAMN05190481,PRJNA323691,GCA_001738225.1, Chromosome,11.8735,38.2173,chromosome I:CM005263.1; chromosome II:CM005264.1; chromosome III:CM005265.1; chromosome IV:CM005266.1; chromosome V:CM005267.1; chromosome VI:CM005268.1; chromosome VII:CM005269.1; chromosome VIII:CM005270.1; chromosome IX:CM005271.1; chromosome X:CM005272.1; chromosome XI:CM005273.1; chromosome XII:CM005274.1; chromosome XIII:CM005275.1; chromosome XIV:CM005276.1; chromosome XV:CM005277.1; chromosome XVI:CM005278.1,MBVM01,123,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wild002,SAMN05190513,PRJNA323691,GCA_001737265.1, Chromosome,12.0095,38.3747,chromosome I:CM004751.1; chromosome II:CM004752.1; chromosome III:CM004753.1; chromosome IV:CM004754.1; chromosome V:CM004755.1; chromosome VI:CM004756.1; chromosome VII:CM004757.1; chromosome VIII:CM004758.1; chromosome IX:CM004759.1; chromosome X:CM004760.1; chromosome XI:CM004761.1; chromosome XII:CM004762.1; chromosome XIII:CM004763.1; chromosome XIV:CM004764.1; chromosome XV:CM004765.1; chromosome XVI:CM004766.1,MBUG01,68,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,HLJ1,SAMN07436850,PRJNA396809,GCA_003276725.1, Chromosome,11.7823,38.1249,chromosome I:CM011881.1; chromosome II:CM011882.1; chromosome III:CM011883.1; chromosome IV:CM011884.1; chromosome V:CM011885.1; chromosome VI:CM011886.1; chromosome VII:CM011887.1; chromosome VIII:CM011888.1; chromosome IX:CM011889.1; chromosome X:CM011890.1; chromosome XI:CM011891.1; chromosome XII:CM011892.1; chromosome XIII:CM011893.1; chromosome XIV:CM011894.1; chromosome XV:CM011895.1; chromosome XVI:CM011896.1,NPXI01,88,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,laboratory001,SAMN05190473,PRJNA323691,GCA_001738465.1, Chromosome,12.0918,38.4336,chromosome I:CM005391.1; chromosome II:CM005392.1; chromosome III:CM005393.1; chromosome IV:CM005394.1; chromosome V:CM005395.1; chromosome VI:CM005396.1; chromosome VII:CM005397.1; chromosome VIII:CM005398.1; chromosome IX:CM005399.1; chromosome X:CM005400.1; chromosome XI:CM005401.1; chromosome XII:CM005402.1; chromosome XIII:CM005403.1; chromosome XIV:CM005404.1; chromosome XV:CM005405.1; chromosome XVI:CM005406.1,MBVU01,91,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer024,SAMN05190385,PRJNA323691,GCA_001741045.1, Chromosome,12.0957,38.5217,chromosome I:CM006783.1; chromosome II:CM006784.1; chromosome III:CM006785.1; chromosome IV:CM006786.1; chromosome V:CM006787.1; chromosome VI:CM006788.1; chromosome VII:CM006789.1; chromosome VIII:CM006790.1; chromosome IX:CM006791.1; chromosome X:CM006792.1; chromosome XI:CM006793.1; chromosome XII:CM006794.1; chromosome XIII:CM006795.1; chromosome XIV:CM006796.1; chromosome XV:CM006797.1; chromosome XVI:CM006798.1,MBZE01,93,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine001,SAMN05190493,PRJNA323691,GCA_001737865.2, Chromosome,11.9942,38.4362,chromosome I:CM005071.2; chromosome II:CM005072.2; chromosome III:CM005073.2; chromosome IV:CM005074.2; chromosome V:CM005075.2; chromosome VI:CM005076.2; chromosome VII:CM005077.2; chromosome VIII:CM005078.2; chromosome IX:CM005079.2; chromosome X:CM005080.2; chromosome XI:CM005081.2; chromosome XII:CM005082.2; chromosome XIII:CM005083.2; chromosome XIV:CM005084.2; chromosome XV:CM005085.2; chromosome XVI:CM005086.2,MBVA02,86,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer017,SAMN05190378,PRJNA323691,GCA_001741295.1, Chromosome,12.0459,38.3238,chromosome I:CM006927.1; chromosome II:CM006928.1; chromosome III:CM006929.1; chromosome IV:CM006930.1; chromosome V:CM006931.1; chromosome VI:CM006932.1; chromosome VII:CM006933.1; chromosome VIII:CM006934.1; chromosome IX:CM006935.1; chromosome X:CM006936.1; chromosome XI:CM006937.1; chromosome XII:CM006938.1; chromosome XIII:CM006939.1; chromosome XIV:CM006940.1; chromosome XV:CM006941.1; chromosome XVI:CM006942.1,MBZL01,191,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,bioethanol001,SAMN05190464,PRJNA323691,GCA_001738715.1, Chromosome,11.8844,38.3003,chromosome I:CM005535.1; chromosome II:CM005536.1; chromosome III:CM005537.1; chromosome IV:CM005538.1; chromosome V:CM005539.1; chromosome VI:CM005540.1; chromosome VII:CM005541.1; chromosome VIII:CM005542.1; chromosome IX:CM005543.1; chromosome X:CM005544.1; chromosome XI:CM005545.1; chromosome XII:CM005546.1; chromosome XIII:CM005547.1; chromosome XIV:CM005548.1; chromosome XV:CM005549.1; chromosome XVI:CM005550.1,MBWD01,124,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,bioethanol004,SAMN05190467,PRJNA323691,GCA_001738605.1, Chromosome,11.9136,38.2962,chromosome I:CM005487.1; chromosome II:CM005488.1; chromosome III:CM005489.1; chromosome IV:CM005490.1; chromosome V:CM005491.1; chromosome VI:CM005492.1; chromosome VII:CM005493.1; chromosome VIII:CM005494.1; chromosome IX:CM005495.1; chromosome X:CM005496.1; chromosome XI:CM005497.1; chromosome XII:CM005498.1; chromosome XIII:CM005499.1; chromosome XIV:CM005500.1; chromosome XV:CM005501.1; chromosome XVI:CM005502.1,MBWA01,124,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer039,SAMN05190400,PRJNA323691,GCA_001740655.1, Chromosome,12.1854,38.2965,chromosome I:CM006559.1; chromosome II:CM006560.1; chromosome III:CM006561.1; chromosome IV:CM006562.1; chromosome V:CM006563.1; chromosome VI:CM006564.1; chromosome VII:CM006565.1; chromosome VIII:CM006566.1; chromosome IX:CM006567.1; chromosome X:CM006568.1; chromosome XI:CM006569.1; chromosome XII:CM006570.1; chromosome XIII:CM006571.1; chromosome XIV:CM006572.1; chromosome XV:CM006573.1; chromosome XVI:CM006574.1,MBYP01,261,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,FJ10,SAMN07436817,PRJNA396809,GCA_003277295.1, Chromosome,11.7103,38.0492,chromosome I:CM011493.1; chromosome II:CM011494.1; chromosome III:CM011495.1; chromosome IV:CM011496.1; chromosome V:CM011497.1; chromosome VI:CM011498.1; chromosome VII:CM011499.1; chromosome VIII:CM011500.1; chromosome IX:CM011501.1; chromosome X:CM011502.1; chromosome XI:CM011503.1; chromosome XII:CM011504.1; chromosome XIII:CM011505.1; chromosome XIV:CM011506.1; chromosome XV:CM011507.1; chromosome XVI:CM011508.1,NPYP01,45,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine009,SAMN05190501,PRJNA323691,GCA_001737625.2, Chromosome,12.2287,38.6277,chromosome I:CM004943.2; chromosome II:CM004944.2; chromosome III:CM004945.2; chromosome IV:CM004946.2; chromosome V:CM004947.2; chromosome VI:CM004948.2; chromosome VII:CM004949.2; chromosome VIII:CM004950.2; chromosome IX:CM004951.2; chromosome X:CM004952.2; chromosome XI:CM004953.2; chromosome XII:CM004954.2; chromosome XIII:CM004955.2; chromosome XIV:CM004956.2; chromosome XV:CM004957.2; chromosome XVI:CM004958.2,MBUS02,98,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine010,SAMN05190502,PRJNA323691,GCA_001737545.2, Chromosome,12.3265,38.4896,chromosome I:CM004927.2; chromosome II:CM004928.2; chromosome III:CM004929.2; chromosome IV:CM004930.2; chromosome V:CM004931.2; chromosome VI:CM004932.2; chromosome VII:CM004933.2; chromosome VIII:CM004934.2; chromosome IX:CM004935.2; chromosome X:CM004936.2; chromosome XI:CM004937.2; chromosome XII:CM004938.2; chromosome XIII:CM004939.2; chromosome XIV:CM004940.2; chromosome XV:CM004941.2; chromosome XVI:CM004942.2,MBUR02,220,0,2016-09-12T00:00:00Z,,
